prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
64,65,0.0169,0.0504,FOOT_LEFT
65,66,0.0099,0.0387,EAR_RIGHT
66,67,0.0151,0.0918,KNEE_RIGHT
67,68,0.0021,0.0079,HIP_RIGHT
68,69,0.0101,0.0478,KNEE_RIGHT
69,70,0.0112,0.0467,FOOT_LEFT
70,71,0.0122,0.0418,HIP_RIGHT
71,72,0.0043,0.017,FOOT_LEFT
72,73,0.0008,0.0026,BICEPS_LEFT
73,74,0.0037,0.0152,HIP_RIGHT
74,75,0.0077,0.0173,EAR_RIGHT
75,76,0.0,0.0,KNEE_RIGHT
76,77,0.0012,0.0031,EAR_RIGHT
77,78,0.0014,0.0034,HIP_RIGHT
78,79,0.0162,0.078,FOOT_LEFT
79,80,0.0,0.0001,KNEE_RIGHT
80,81,0.0,0.0,PELVIS
81,82,0.0,0.0,PELVIS
82,83,0.0001,0.0005,HIP_RIGHT
83,84,0.0,0.0,KNEE_RIGHT
84,85,0.0082,0.0216,EYE_RIGHT
85,86,0.0056,0.0225,EAR_LEFT
86,87,0.0082,0.0299,HIP_RIGHT
87,88,0.0141,0.0561,FOOT_LEFT
88,89,0.0083,0.0267,EAR_RIGHT
89,90,0.006,0.0354,EAR_LEFT
90,91,0.0086,0.0327,KNEE_RIGHT
91,92,0.0145,0.0967,EAR_LEFT
92,93,0.015,0.066,EAR_RIGHT
93,94,0.0163,0.1179,EAR_LEFT
94,95,0.0033,0.0129,EAR_RIGHT
95,96,0.0211,0.0977,EAR_LEFT
96,97,0.0153,0.0602,EAR_LEFT
97,98,0.0129,0.0476,EAR_RIGHT
98,99,0.0593,0.4132,EAR_RIGHT
99,100,0.0262,0.1975,EAR_LEFT
100,101,0.0182,0.0979,EAR_RIGHT
101,102,0.0149,0.0754,EAR_RIGHT
102,103,0.0078,0.0366,EAR_RIGHT
103,104,0.0067,0.0248,EAR_RIGHT
104,105,0.0058,0.0171,EAR_RIGHT
105,106,0.0099,0.0326,EAR_RIGHT
106,107,0.006,0.0186,EAR_RIGHT
107,108,0.002,0.0058,EAR_RIGHT
108,109,0.0,0.0,KNEE_RIGHT
109,110,0.007,0.0358,KNEE_RIGHT
110,111,0.0046,0.0134,NOSE
111,112,0.0027,0.0076,HIP_RIGHT
112,113,0.0,0.0001,KNEE_RIGHT
113,114,0.0,0.0,PELVIS
114,115,0.0124,0.0322,EYE_RIGHT
115,116,0.0089,0.0338,NOSE
116,117,0.0066,0.0311,EAR_RIGHT
117,118,0.0062,0.0256,EAR_RIGHT
118,119,0.0042,0.0192,EAR_RIGHT
119,120,0.0075,0.0307,NOSE
120,121,0.0062,0.0261,NOSE
121,122,0.0064,0.0157,EYE_LEFT
122,123,0.0031,0.0084,FOOT_LEFT
123,124,0.0115,0.0357,HIP_RIGHT
124,125,0.0052,0.0205,HIP_RIGHT
125,126,0.0062,0.0209,KNEE_RIGHT
126,127,0.0053,0.0225,HIP_RIGHT
127,128,0.0047,0.0115,EYE_RIGHT
128,129,0.0056,0.0184,HIP_RIGHT
129,130,0.001,0.0021,WRIST_LEFT
130,131,0.0065,0.0179,HEAD
131,132,0.0074,0.0325,WRIST_LEFT
132,133,0.0072,0.018,EYE_RIGHT
133,134,0.0063,0.0221,HIP_RIGHT
134,135,0.0016,0.0039,FOOT_LEFT
135,136,0.0008,0.0031,FOOT_LEFT
136,137,0.0038,0.0128,EYE_RIGHT
137,138,0.0036,0.0132,EAR_RIGHT
138,139,0.0003,0.0007,HIP_RIGHT
139,140,0.0,0.0,HEAD
140,141,0.0014,0.0049,EAR_RIGHT
141,142,0.004,0.012,NOSE
142,143,0.0016,0.0049,NOSE
143,144,0.0076,0.0196,EAR_LEFT
144,145,0.0001,0.0002,NOSE
145,146,0.0062,0.0234,HIP_RIGHT
146,147,0.0042,0.0195,BICEPS_RIGHT
147,148,0.0052,0.0186,HIP_RIGHT
148,149,0.0012,0.0137,HIP_RIGHT
149,150,0.0,0.0,HIP_RIGHT
150,151,0.0066,0.0638,HIP_RIGHT
151,152,0.008,0.0261,ANKLE_LEFT
152,153,0.0054,0.0142,NOSE
153,154,0.0081,0.0183,HEAD
154,155,0.0033,0.0116,NOSE
155,156,0.008,0.0189,EAR_LEFT
156,157,0.0048,0.0128,NOSE
157,158,0.0104,0.0326,NOSE
158,159,0.0914,0.5612,EAR_RIGHT
159,160,0.0263,0.2076,EAR_LEFT
160,161,0.0148,0.0914,EAR_LEFT
161,162,0.0006,0.0026,EAR_RIGHT
162,163,0.0168,0.0657,EAR_RIGHT
163,164,0.0122,0.052,EAR_RIGHT
164,165,0.0113,0.0511,EAR_RIGHT
165,166,0.0031,0.0188,EAR_RIGHT
166,167,0.0082,0.0349,EAR_RIGHT
167,168,0.0083,0.027,EAR_RIGHT
168,169,0.0,0.0,HIP_RIGHT
169,170,0.0105,0.055,HIP_RIGHT
170,171,0.0066,0.0223,EAR_RIGHT
171,172,0.0071,0.0246,EAR_RIGHT
172,173,0.0073,0.0254,EAR_RIGHT
173,174,0.0049,0.0233,KNEE_RIGHT
174,175,0.005,0.0176,EAR_RIGHT
175,176,0.0052,0.0145,EAR_RIGHT
176,177,0.0043,0.0129,NOSE
177,178,0.0048,0.011,FOOT_LEFT
178,179,0.0099,0.0902,EAR_RIGHT
179,180,0.0015,0.0102,EAR_RIGHT
180,181,0.025,0.1112,EYE_RIGHT
181,182,0.0106,0.0458,EAR_RIGHT
182,183,0.0146,0.0897,EAR_RIGHT
183,184,0.0089,0.0499,NOSE
184,185,0.001,0.0058,EAR_RIGHT
185,186,0.0147,0.076,EAR_RIGHT
186,187,0.0079,0.041,EAR_RIGHT
187,188,0.0038,0.0152,KNEE_RIGHT
188,189,0.0066,0.0212,EAR_LEFT
189,190,0.0065,0.0187,FOOT_LEFT
190,191,0.0066,0.0245,NOSE
191,192,0.0129,0.0397,FOOT_LEFT
192,193,0.0024,0.014,HIP_RIGHT
193,194,0.0263,0.1063,EAR_RIGHT
194,195,0.0118,0.0538,EAR_RIGHT
195,196,0.0172,0.0588,EAR_RIGHT
196,197,0.0125,0.0403,EAR_RIGHT
197,198,0.015,0.0972,HIP_RIGHT
198,199,0.0124,0.0566,WRIST_LEFT
199,200,0.0097,0.0313,ANKLE_LEFT
200,201,0.0144,0.0734,HIP_RIGHT
201,202,0.0182,0.1151,HIP_RIGHT
202,203,0.0264,0.171,EAR_LEFT
203,204,0.0243,0.0871,EAR_RIGHT
204,205,0.0187,0.0993,EAR_LEFT
205,206,0.0095,0.0394,WRIST_LEFT
206,207,0.0022,0.0171,HIP_RIGHT
207,208,0.0196,0.0854,HIP_RIGHT
208,209,0.0098,0.0261,EAR_LEFT
209,210,0.0069,0.022,EAR_RIGHT
210,211,0.0077,0.031,WRIST_LEFT
211,212,0.0079,0.0192,WRIST_LEFT
212,213,0.014,0.0385,BICEPS_RIGHT
213,214,0.0097,0.044,WRIST_LEFT
214,215,0.005,0.0245,WRIST_LEFT
215,216,0.0124,0.0693,BICEPS_LEFT
216,217,0.005,0.0131,FOOT_RIGHT
217,218,0.0081,0.0296,FOOT_LEFT
218,219,0.0118,0.0257,FOOT_LEFT
219,220,0.01,0.0365,FOOT_LEFT
220,221,0.006,0.0135,FOOT_LEFT
221,222,0.0177,0.0635,BICEPS_LEFT
222,223,0.432,1.0219,NOSE
223,224,0.0179,0.0505,BICEPS_RIGHT
224,225,0.4828,1.2877,NOSE
225,226,0.0281,0.0606,WRIST_LEFT
226,227,0.0274,0.0649,WRIST_LEFT
227,228,0.4134,0.947,NOSE
228,229,0.0358,0.0842,WRIST_LEFT
229,230,0.0705,0.208,KNEE_RIGHT
230,231,0.0359,0.088,ELBOW_LEFT
231,232,0.0373,0.1208,EAR_RIGHT
232,233,0.0185,0.0847,EAR_LEFT
233,234,0.0257,0.0693,EAR_LEFT
234,235,0.0128,0.0545,FOOT_RIGHT
235,236,0.0161,0.0537,FOOT_RIGHT
236,237,0.0176,0.1235,EAR_LEFT
237,238,0.0203,0.1123,EAR_LEFT
238,239,0.0217,0.1244,EAR_LEFT
239,240,0.0276,0.1,WRIST_LEFT
240,241,0.0,0.0001,HIP_RIGHT
241,242,0.0257,0.0721,EAR_RIGHT
242,243,0.0001,0.0003,WRIST_LEFT
243,244,0.0071,0.0199,ELBOW_RIGHT
244,245,0.0205,0.0602,WRIST_LEFT
245,246,0.0198,0.057,NOSE
246,247,0.0,0.0001,HIP_RIGHT
247,248,0.0018,0.0055,HIP_RIGHT
248,249,0.0001,0.0004,SHOULDER_RIGHT
249,250,0.0023,0.0094,SHOULDER_RIGHT
250,251,0.0002,0.0013,SHOULDER_RIGHT
251,252,0.0001,0.0004,SHOULDER_RIGHT
252,253,0.0,0.0,PELVIS
253,254,0.0,0.0,PELVIS
254,255,0.0011,0.0043,HIP_RIGHT
255,256,0.0,0.0001,HIP_RIGHT
256,257,0.0,0.0,ELBOW_RIGHT
257,258,0.0,0.0,PELVIS
258,259,0.0014,0.0047,HIP_RIGHT
259,260,0.0001,0.0003,ELBOW_RIGHT
260,261,0.0,0.0,PELVIS
261,262,0.0,0.0,PELVIS
262,263,0.0,0.0,ELBOW_RIGHT
263,264,0.0002,0.0009,SHOULDER_RIGHT
264,265,0.0,0.0,HIP_RIGHT
265,266,0.0,0.0001,HIP_RIGHT
266,267,0.0,0.0,HIP_RIGHT
267,268,0.0,0.0,PELVIS
268,269,0.0,0.0,PELVIS
269,270,0.0,0.0,PELVIS
270,271,0.0053,0.0257,ELBOW_RIGHT
271,272,0.0042,0.0206,ELBOW_RIGHT
272,273,0.0,0.0,ELBOW_RIGHT
273,274,0.0,0.0,HIP_RIGHT
274,275,0.0117,0.07,ELBOW_RIGHT
275,276,0.0104,0.0545,WRIST_LEFT
276,277,0.0,0.0,PELVIS
277,278,0.0051,0.0193,SHOULDER_RIGHT
278,279,0.0,0.0,PELVIS
279,280,0.0,0.0,PELVIS
280,281,0.0011,0.0039,NOSE
281,282,0.0,0.0002,HIP_RIGHT
282,283,0.0005,0.0034,HIP_RIGHT
283,284,0.0032,0.0146,SHOULDER_RIGHT
284,285,0.0,0.0,HIP_RIGHT
285,286,0.0152,0.0439,EYE_RIGHT
286,287,0.0001,0.0004,HIP_RIGHT
287,288,0.0,0.0001,HIP_RIGHT
288,289,0.0,0.0,PELVIS
289,290,0.0,0.0,PELVIS
