joint_name,mean_confidence,median_confidence,std_confidence,count_none,count_low,count_medium,count_high,total,reference_valid_ratio
PELVIS,2.000,2.000,0.000,0,0,290,0,290,1.0000
SPINE_NAVAL,2.000,2.000,0.000,0,0,290,0,290,1.0000
SPINE_CHEST,2.000,2.000,0.000,0,0,290,0,290,1.0000
NECK,2.000,2.000,0.000,0,0,290,0,290,1.0000
CLAVICLE_LEFT,1.986,2.000,0.117,0,4,286,0,290,0.9862
SHOULDER_LEFT,1.986,2.000,0.117,0,4,286,0,290,0.9862
ELBOW_LEFT,1.962,2.000,0.191,0,11,279,0,290,0.9621
WRIST_LEFT,1.314,1.000,0.464,0,199,91,0,290,0.3138
CLAVICLE_RIGHT,1.210,1.000,0.408,0,229,61,0,290,0.2103
SHOULDER_RIGHT,1.152,1.000,0.359,0,246,44,0,290,0.1517
ELBOW_RIGHT,1.252,1.000,0.434,0,217,73,0,290,0.2517
WRIST_RIGHT,2.000,2.000,0.000,0,0,290,0,290,1.0000
HIP_LEFT,2.000,2.000,0.000,0,0,290,0,290,1.0000
KNEE_LEFT,1.993,2.000,0.083,0,2,288,0,290,0.9931
ANKLE_LEFT,1.979,2.000,0.142,0,6,284,0,290,0.9793
FOOT_LEFT,1.979,2.000,0.142,0,6,284,0,290,0.9793
HIP_RIGHT,1.938,2.000,0.241,0,18,272,0,290,0.9379
KNEE_RIGHT,1.945,2.000,0.228,0,16,274,0,290,0.9448
ANKLE_RIGHT,1.928,2.000,0.259,0,21,269,0,290,0.9276
FOOT_RIGHT,1.003,1.000,0.059,0,289,1,0,290,0.0034
HEAD,1.000,1.000,0.000,0,290,0,0,290,0.0000
NOSE,1.000,1.000,0.000,0,290,0,0,290,0.0000
EYE_LEFT,1.952,2.000,0.214,0,14,276,0,290,0.9517
EAR_LEFT,1.255,1.000,0.436,0,216,74,0,290,0.2552
EYE_RIGHT,1.007,1.000,0.083,0,288,2,0,290,0.0069
EAR_RIGHT,1.000,1.000,0.000,0,290,0,0,290,0.0000
WRIST_THUMB_LEFT,2.000,2.000,0.000,0,0,290,0,290,1.0000
BICEPS_LEFT,1.983,2.000,0.130,0,5,285,0,290,0.9828
WRIST_THUMB_RIGHT,1.983,2.000,0.130,0,5,285,0,290,0.9828
BICEPS_RIGHT,1.979,2.000,0.142,0,6,284,0,290,0.9793
BACK_LEFT,1.976,2.000,0.153,0,7,283,0,290,0.9759
BACK_RIGHT,1.976,2.000,0.153,0,7,283,0,290,0.9759
