prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
223,224,0.0031,0.016,EAR_RIGHT
224,225,0.015,0.0369,WRIST_LEFT
225,226,0.0078,0.0153,NOSE
226,227,0.0061,0.0207,EAR_RIGHT
227,228,0.0006,0.0019,HIP_RIGHT
228,229,0.0472,0.2518,EAR_LEFT
229,230,0.0096,0.0645,EAR_LEFT
230,231,0.0094,0.0333,EAR_LEFT
231,232,0.0397,0.0818,ELBOW_LEFT
232,233,0.0281,0.1094,EAR_LEFT
233,234,0.0502,0.2489,EAR_RIGHT
234,235,0.0004,0.0015,EAR_RIGHT
235,236,0.0173,0.0535,EAR_LEFT
236,237,0.0053,0.0284,EAR_RIGHT
237,238,0.0045,0.0259,EAR_RIGHT
238,239,0.0146,0.0636,NOSE
239,240,0.0002,0.0013,EAR_RIGHT
240,241,0.0001,0.0002,EYE_RIGHT
241,242,0.0,0.0,PELVIS
242,243,0.0,0.0,PELVIS
243,244,0.0,0.0,PELVIS
244,245,0.0,0.0,PELVIS
245,246,0.0,0.0001,EAR_RIGHT
246,247,0.0044,0.0135,NOSE
247,248,0.0018,0.0059,EAR_LEFT
248,249,0.0061,0.0483,EAR_RIGHT
249,250,0.0059,0.0324,EAR_RIGHT
250,251,0.0007,0.0013,EAR_RIGHT
251,252,0.0128,0.048,EAR_RIGHT
252,253,0.0149,0.0689,EAR_RIGHT
253,254,0.0003,0.0014,EAR_RIGHT
254,255,0.0306,0.1242,EAR_RIGHT
255,256,0.0199,0.0857,EAR_RIGHT
256,257,0.0018,0.0043,WRIST_THUMB_RIGHT
257,258,0.0213,0.1074,EYE_RIGHT
258,259,0.0723,0.1908,EAR_RIGHT
259,260,0.0201,0.0861,EYE_RIGHT
260,261,0.0187,0.0674,EYE_RIGHT
261,262,0.0112,0.0344,EAR_RIGHT
262,263,0.0178,0.0932,KNEE_RIGHT
263,264,0.0087,0.0339,EAR_RIGHT
264,265,0.0075,0.0273,NOSE
265,266,0.0103,0.0384,EAR_RIGHT
266,267,0.0113,0.0447,EAR_RIGHT
267,268,0.0097,0.0295,EAR_LEFT
268,269,0.0104,0.0291,NOSE
269,270,0.0152,0.0758,EAR_RIGHT
270,271,0.0114,0.0565,EAR_RIGHT
271,272,0.0182,0.0664,EAR_RIGHT
272,273,0.0197,0.0949,EAR_LEFT
273,274,0.0003,0.0011,HIP_RIGHT
274,275,0.0205,0.0547,EAR_LEFT
275,276,0.0124,0.0327,EAR_RIGHT
276,277,0.0109,0.0521,EAR_LEFT
277,278,0.0187,0.1204,EAR_RIGHT
278,279,0.0154,0.0546,NOSE
279,280,0.0372,0.1767,EAR_LEFT
280,281,0.0112,0.0422,HIP_RIGHT
281,282,0.0127,0.0599,NOSE
282,283,0.0114,0.025,BICEPS_LEFT
283,284,0.0285,0.1051,WRIST_LEFT
284,285,0.0112,0.0413,HIP_RIGHT
285,286,0.0004,0.0013,EAR_RIGHT
286,287,0.029,0.055,EAR_LEFT
287,288,0.0155,0.0354,FOOT_RIGHT
288,289,0.0219,0.0617,EAR_LEFT
289,290,0.0553,0.2808,FOOT_RIGHT
290,291,0.0314,0.2326,ELBOW_RIGHT
291,292,0.0431,0.1672,EAR_RIGHT
292,293,0.002,0.0071,EAR_RIGHT
293,294,0.0246,0.077,WRIST_LEFT
294,295,0.0137,0.038,EAR_RIGHT
295,296,0.0111,0.0394,WRIST_LEFT
296,297,0.0347,0.1731,SHOULDER_RIGHT
297,298,0.0301,0.1281,SHOULDER_RIGHT
298,299,0.0136,0.0369,SHOULDER_RIGHT
299,300,0.0005,0.0048,ELBOW_RIGHT
300,301,0.0,0.0001,ELBOW_RIGHT
301,302,0.0121,0.0371,SHOULDER_RIGHT
302,303,0.0118,0.0428,SHOULDER_RIGHT
303,304,0.0119,0.0548,WRIST_LEFT
304,305,0.0033,0.0106,WRIST_LEFT
305,306,0.0128,0.0404,NOSE
306,307,0.0162,0.0595,WRIST_LEFT
307,308,0.0072,0.0273,NOSE
308,309,0.0043,0.0169,NOSE
309,310,0.0087,0.0391,NOSE
310,311,0.0038,0.0223,NOSE
311,312,0.0026,0.0153,HIP_RIGHT
312,313,0.0007,0.0057,HIP_RIGHT
313,314,0.0049,0.0154,NOSE
314,315,0.0022,0.0093,NOSE
315,316,0.0125,0.0392,HEAD
316,317,0.0019,0.013,NOSE
317,318,0.0061,0.0226,EAR_RIGHT
318,319,0.019,0.0913,WRIST_LEFT
319,320,0.0094,0.0358,CLAVICLE_RIGHT
320,321,0.0076,0.031,WRIST_LEFT
321,322,0.0102,0.0735,WRIST_LEFT
322,323,0.0005,0.0027,WRIST_LEFT
323,324,0.0001,0.0002,NOSE
324,325,0.0,0.0,WRIST_LEFT
325,326,0.0,0.0,PELVIS
326,327,0.0,0.0,PELVIS
327,328,0.0,0.0,PELVIS
328,329,0.0083,0.036,WRIST_LEFT
329,330,0.0,0.0003,ELBOW_RIGHT
330,331,0.0,0.0,PELVIS
331,332,0.0058,0.0221,HIP_RIGHT
332,333,0.0123,0.0389,ELBOW_RIGHT
333,334,0.0005,0.0031,ELBOW_RIGHT
334,335,0.0001,0.0004,ELBOW_RIGHT
335,336,0.0147,0.0867,WRIST_LEFT
336,337,0.0126,0.0869,WRIST_LEFT
337,338,0.0065,0.0196,EAR_RIGHT
338,339,0.0029,0.009,NOSE
339,340,0.004,0.013,NOSE
340,341,0.0039,0.0125,NOSE
341,342,0.0036,0.0094,NOSE
342,343,0.0054,0.0167,FOOT_RIGHT
343,344,0.0031,0.0091,WRIST_LEFT
