video_id,frame_index,timestamp_sec,joint_name,speed_ms,velocity_x,velocity_y,velocity_z,accel_ms2,jerk_ms3,reference_valid
KVAL007,0,0.301866,Neck,2.201445,0.5835,0.06855,2.1216,32.386893,19.766669,True
KVAL007,1,0.3352,Neck,1.123186,0.28605,-0.0009,1.08615,32.685287,235.203643,True
KVAL007,2,0.368511,Neck,0.043571,-0.00561,-0.03432,0.02625,16.7944,486.004387,True
KVAL007,3,0.401844,Neck,0.004557,0.00033,0.002775,0.0036,0.654207,251.116749,True
KVAL007,4,0.435177,Neck,0.003322,0.00024,0.00192,0.0027,0.06836,9.879515,True
KVAL007,5,0.468522,Neck,0.0,0.0,0.0,0.0,0.049826,1.025406,True
KVAL007,6,0.501844,Neck,0.0,0.0,0.0,0.0,0.0,0.747393,True
KVAL007,7,0.535177,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,8,0.568511,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,9,0.601855,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,10,0.635166,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,11,0.6685,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,12,0.701844,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,13,0.735177,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,14,0.768511,Neck,0.0,0.0,0.0,0.0,0.0,0.0,True
KVAL007,15,0.801855,Neck,0.0,0.0,0.0,0.0,0.0,3.820864,True
KVAL007,16,0.835166,Neck,0.0,0.0,0.0,0.0,0.254724,3.825112,True
KVAL007,17,0.8685,Neck,0.016982,0.00027,0.01068,0.0132,0.255007,7.635364,True
KVAL007,18,0.901844,Neck,0.017,0.00027,0.01071,0.0132,0.2543,7.648099,True
KVAL007,19,0.935177,Neck,4.5e-05,0.0,4.5e-05,0.0,0.254866,12.2468,True
KVAL007,20,0.9685,Neck,1.5e-05,0.0,1.5e-05,0.0,0.579057,24.075052,True
KVAL007,21,1.001844,Neck,0.038615,7.5e-05,0.00921,0.0375,1.415263,27.10053,True
KVAL007,22,1.035177,Neck,0.09435,0.020175,-0.00822,0.0918,2.337458,17.748769,True
KVAL007,23,1.068511,Neck,0.192466,0.05493,0.04032,0.18,2.02163,62.879543,True
KVAL007,24,1.101844,Neck,0.218887,0.001545,0.04503,0.2142,2.00606,75.488379,True
KVAL007,25,1.135177,Neck,0.110223,-0.039675,-0.01308,0.102,3.050685,33.83628,True
KVAL007,26,1.168522,Neck,0.01753,-0.00666,-0.000705,0.0162,1.433199,19.12758,True
KVAL007,27,1.201855,Neck,0.019533,0.00417,-0.00816,0.01725,3.514659,41.083732,True
KVAL007,28,1.2352,Neck,0.221491,-0.0051,-0.13083,-0.17865,3.596916,113.631016,True
KVAL007,29,1.268533,Neck,0.228888,-0.00954,-0.122835,-0.1929,4.358823,68.399194,True
KVAL007,30,1.301844,Neck,0.14495,0.123345,0.074085,-0.01755,3.498576,230.973807,True
KVAL007,31,1.335177,Neck,0.344794,0.044955,0.051495,-0.33795,11.798638,64.910608,True
KVAL007,32,1.3685,Neck,0.774903,-0.048,-0.083445,-0.7689,3.12138,271.585886,True
KVAL007,33,1.401833,Neck,0.514451,-0.037575,-0.02634,-0.5124,6.741578,70.687007,True
KVAL007,34,1.435166,Neck,0.444681,-0.026865,0.1803,-0.4056,2.272764,116.834394,True
KVAL007,35,1.468511,Neck,0.521207,0.016245,0.11523,-0.50805,5.405451,154.496155,True
KVAL007,36,1.501833,Neck,0.162688,-0.048825,-0.06384,-0.14145,9.477982,61.559516,True
