prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
65,66,0.048,0.1569,EAR_RIGHT
66,67,0.019,0.0899,EAR_RIGHT
67,68,0.0426,0.1264,EAR_RIGHT
68,69,0.0084,0.0356,EAR_RIGHT
69,70,0.0089,0.033,EAR_RIGHT
70,71,0.0045,0.0098,KNEE_RIGHT
71,72,0.0189,0.0632,EAR_RIGHT
72,73,0.0163,0.0482,EAR_RIGHT
73,74,0.0063,0.025,EAR_RIGHT
74,75,0.0215,0.0411,EAR_LEFT
75,76,0.0136,0.0515,EAR_RIGHT
76,77,0.0099,0.027,EAR_LEFT
77,78,0.0173,0.0379,WRIST_LEFT
78,79,0.0052,0.0257,EAR_RIGHT
79,80,0.0,0.0001,EAR_RIGHT
80,81,0.0448,0.186,EAR_RIGHT
81,82,0.0037,0.0095,HEAD
82,83,0.0032,0.0076,HEAD
83,84,0.0074,0.0223,HEAD
84,85,0.0,0.0001,BICEPS_LEFT
85,86,0.0,0.0,PELVIS
86,87,0.0136,0.0965,EAR_RIGHT
87,88,0.028,0.1589,EAR_RIGHT
88,89,0.0002,0.0006,EAR_RIGHT
89,90,0.008,0.0375,EYE_RIGHT
90,91,0.0109,0.0324,EAR_LEFT
91,92,0.0041,0.0086,WRIST_LEFT
92,93,0.0093,0.0851,EAR_RIGHT
93,94,0.0378,0.1382,WRIST_LEFT
94,95,0.0092,0.0303,ELBOW_RIGHT
95,96,0.0118,0.0368,EAR_LEFT
96,97,0.006,0.0273,WRIST_LEFT
97,98,0.0109,0.0475,CLAVICLE_RIGHT
98,99,0.0269,0.0666,EAR_RIGHT
99,100,0.0126,0.0386,EAR_LEFT
100,101,0.0363,0.1318,ELBOW_LEFT
101,102,0.0202,0.0769,EAR_LEFT
102,103,0.0152,0.0534,EAR_RIGHT
103,104,0.0216,0.0805,EYE_RIGHT
104,105,0.0196,0.071,EAR_RIGHT
105,106,0.0086,0.0245,NOSE
106,107,0.0085,0.0218,HIP_RIGHT
107,108,0.0131,0.0508,EAR_RIGHT
108,109,0.0105,0.0548,EYE_RIGHT
109,110,0.0074,0.0238,EAR_RIGHT
110,111,0.0113,0.0436,EAR_LEFT
111,112,0.0072,0.0318,EAR_RIGHT
112,113,0.008,0.027,NOSE
113,114,0.0,0.0001,WRIST_THUMB_RIGHT
114,115,0.013,0.0326,BACK_RIGHT
115,116,0.0048,0.0296,WRIST_LEFT
116,117,0.0194,0.0685,WRIST_LEFT
117,118,0.0097,0.0353,WRIST_LEFT
118,119,0.0076,0.0249,WRIST_LEFT
119,120,0.007,0.0165,WRIST_LEFT
120,121,0.002,0.006,WRIST_LEFT
121,122,0.0044,0.0173,SHOULDER_RIGHT
122,123,0.0015,0.0045,BACK_LEFT
123,124,0.0066,0.0213,WRIST_LEFT
124,125,0.0069,0.0352,WRIST_LEFT
125,126,0.0027,0.0063,WRIST_LEFT
126,127,0.0,0.0,KNEE_LEFT
127,128,0.0103,0.0232,BACK_RIGHT
128,129,0.0121,0.0223,ELBOW_RIGHT
129,130,0.0134,0.0309,EAR_RIGHT
130,131,0.011,0.044,BICEPS_LEFT
131,132,0.0131,0.0308,ELBOW_RIGHT
132,133,0.0121,0.0424,WRIST_LEFT
133,134,0.0341,0.1398,EAR_LEFT
134,135,0.0286,0.1295,EAR_RIGHT
135,136,0.0221,0.0689,EAR_RIGHT
136,137,0.0161,0.0808,BICEPS_LEFT
137,138,0.0161,0.0345,BICEPS_RIGHT
138,139,0.0155,0.0377,BICEPS_LEFT
139,140,0.0199,0.0657,WRIST_LEFT
140,141,0.0291,0.0974,EAR_RIGHT
141,142,0.4078,0.9121,HIP_RIGHT
142,143,0.0641,0.1068,EAR_RIGHT
143,144,0.5318,1.5169,EAR_RIGHT
144,145,0.0538,0.1432,WRIST_LEFT
145,146,0.0409,0.1173,WRIST_LEFT
146,147,0.0434,0.117,WRIST_LEFT
147,148,0.0197,0.0615,EAR_RIGHT
148,149,0.0199,0.0903,EAR_LEFT
149,150,0.0179,0.0549,EAR_RIGHT
150,151,0.0063,0.0331,EAR_RIGHT
151,152,0.0054,0.0113,EAR_RIGHT
152,153,0.0125,0.0438,FOOT_LEFT
153,154,0.0176,0.0527,FOOT_LEFT
154,155,0.0026,0.007,KNEE_RIGHT
155,156,0.01,0.025,EAR_RIGHT
156,157,0.0052,0.0148,KNEE_RIGHT
157,158,0.0105,0.0261,EAR_RIGHT
158,159,0.0044,0.0132,EAR_RIGHT
159,160,0.0083,0.0245,EAR_RIGHT
160,161,0.02,0.0503,EAR_RIGHT
161,162,0.0056,0.0241,EAR_RIGHT
162,163,0.0,0.0001,WRIST_LEFT
163,164,0.0,0.0,PELVIS
164,165,0.0044,0.0142,BICEPS_RIGHT
165,166,0.0044,0.0162,WRIST_LEFT
166,167,0.0045,0.0114,EAR_RIGHT
167,168,0.0048,0.011,HIP_RIGHT
168,169,0.002,0.0074,EAR_LEFT
169,170,0.0058,0.0191,HIP_RIGHT
170,171,0.0048,0.0138,HIP_RIGHT
171,172,0.0096,0.0282,NOSE
172,173,0.0877,0.2908,EAR_RIGHT
173,174,0.0162,0.1073,NOSE
174,175,0.0135,0.0616,NOSE
175,176,0.0191,0.0596,NOSE
176,177,0.0111,0.0754,KNEE_RIGHT
177,178,0.0,0.0001,EAR_RIGHT
178,179,0.0139,0.0647,EAR_RIGHT
179,180,0.0099,0.0271,HIP_RIGHT
180,181,0.0286,0.0898,EAR_RIGHT
181,182,0.0138,0.0479,EAR_RIGHT
182,183,0.0071,0.0647,EAR_RIGHT
183,184,0.0141,0.0776,EAR_RIGHT
184,185,0.0101,0.0506,EAR_RIGHT
185,186,0.0073,0.0348,EAR_RIGHT
186,187,0.0084,0.0323,FOOT_RIGHT
187,188,0.0112,0.0879,NOSE
188,189,0.0098,0.0591,HEAD
189,190,0.0007,0.0047,NOSE
190,191,0.0,0.0002,NOSE
191,192,0.0079,0.0362,NOSE
192,193,0.0,0.0,NOSE
193,194,0.0,0.0,NOSE
194,195,0.0333,0.2303,EAR_LEFT
195,196,0.0133,0.1216,EAR_LEFT
196,197,0.0111,0.0557,EAR_LEFT
197,198,0.0384,0.2642,EAR_RIGHT
198,199,0.0002,0.0005,HIP_RIGHT
199,200,0.0207,0.0709,EAR_RIGHT
200,201,0.0093,0.0297,NOSE
201,202,0.0092,0.0371,NOSE
202,203,0.0128,0.0646,EAR_RIGHT
203,204,0.0076,0.024,EAR_LEFT
204,205,0.0,0.0,ELBOW_RIGHT
205,206,0.0139,0.0804,HIP_RIGHT
206,207,0.0062,0.0375,EAR_RIGHT
207,208,0.0083,0.0411,EYE_RIGHT
208,209,0.001,0.0091,EAR_RIGHT
209,210,0.0,0.0,EAR_RIGHT
210,211,0.0098,0.0503,HIP_RIGHT
211,212,0.0003,0.0014,EAR_RIGHT
212,213,0.0041,0.0238,EAR_LEFT
213,214,0.0063,0.0189,EAR_RIGHT
214,215,0.0099,0.0247,EAR_LEFT
215,216,0.0067,0.0374,EAR_RIGHT
216,217,0.0002,0.0011,KNEE_RIGHT
217,218,0.0019,0.011,KNEE_RIGHT
218,219,0.0123,0.0454,KNEE_RIGHT
219,220,0.0118,0.0386,HIP_RIGHT
220,221,0.0204,0.0527,EAR_RIGHT
221,222,0.0182,0.097,EAR_RIGHT
222,223,0.0174,0.0664,EAR_RIGHT
223,224,0.0143,0.049,EAR_RIGHT
224,225,0.0186,0.0531,EAR_RIGHT
225,226,0.0208,0.0492,NOSE
226,227,0.015,0.0373,FOOT_LEFT
227,228,0.0172,0.049,NOSE
228,229,0.02,0.0563,KNEE_RIGHT
229,230,0.016,0.0423,KNEE_RIGHT
230,231,0.0135,0.0441,BICEPS_RIGHT
231,232,0.0119,0.0481,KNEE_LEFT
232,233,0.0022,0.0081,ANKLE_LEFT
233,234,0.0465,0.1875,SHOULDER_RIGHT
234,235,0.0267,0.0932,SHOULDER_RIGHT
235,236,0.0251,0.0561,HIP_LEFT
236,237,0.0315,0.1173,SHOULDER_RIGHT
237,238,0.0077,0.0141,NOSE
238,239,0.0035,0.0114,BICEPS_LEFT
239,240,0.0083,0.0304,BICEPS_RIGHT
240,241,0.0068,0.0324,BACK_RIGHT
241,242,0.0106,0.0344,BACK_RIGHT
242,243,0.0039,0.0167,BICEPS_LEFT
243,244,0.0,0.0001,ELBOW_RIGHT
244,245,0.0135,0.0298,ELBOW_RIGHT
245,246,0.0033,0.0097,HIP_RIGHT
246,247,0.0015,0.0064,ELBOW_RIGHT
247,248,0.0,0.0,PELVIS
248,249,0.0,0.0,SHOULDER_RIGHT
249,250,0.0,0.0,PELVIS
250,251,0.0079,0.016,HEAD
251,252,0.0,0.0,PELVIS
252,253,0.0,0.0001,EAR_RIGHT
253,254,0.0056,0.0231,HIP_RIGHT
254,255,0.0047,0.025,BICEPS_RIGHT
255,256,0.0046,0.0118,EAR_RIGHT
256,257,0.0,0.0001,SHOULDER_RIGHT
257,258,0.0066,0.0336,HIP_RIGHT
258,259,0.0076,0.0319,BICEPS_RIGHT
259,260,0.0,0.0001,BICEPS_LEFT
260,261,0.0,0.0,BICEPS_LEFT
261,262,0.0,0.0,PELVIS
262,263,0.0,0.0,PELVIS
263,264,0.0,0.0,PELVIS
264,265,0.0132,0.0303,WRIST_THUMB_RIGHT
265,266,0.0008,0.0025,HIP_RIGHT
266,267,0.0,0.0,PELVIS
267,268,0.0091,0.0337,BICEPS_RIGHT
268,269,0.0106,0.0299,FOOT_LEFT
269,270,0.0013,0.0034,BACK_LEFT
270,271,0.0,0.0001,HIP_RIGHT
271,272,0.0,0.0,PELVIS
272,273,0.0,0.0,EAR_RIGHT
273,274,0.0107,0.0544,FOOT_LEFT
274,275,0.0,0.0001,HIP_RIGHT
275,276,0.0,0.0,PELVIS
276,277,0.0,0.0,PELVIS
277,278,0.0006,0.0023,HIP_RIGHT
