bone_name,mean_length_m,std_length_m,cv,stable
neck_to_head,N/A,N/A,N/A,False
neck_to_l_clavicle,N/A,N/A,N/A,False
l_clavicle_to_shoulder,N/A,N/A,N/A,False
l_shoulder_to_elbow,N/A,N/A,N/A,False
l_elbow_to_wrist,N/A,N/A,N/A,False
neck_to_r_clavicle,N/A,N/A,N/A,False
r_clavicle_to_shoulder,N/A,N/A,N/A,False
r_shoulder_to_elbow,N/A,N/A,N/A,False
r_elbow_to_wrist,N/A,N/A,N/A,False
