frame_index,source_frame_index,body_id,tier,flags,detail,reviewer_decision
0,1,-1,CRITICAL,no_body_detected,,
1,2,-1,CRITICAL,no_body_detected,,
2,3,-1,CRITICAL,no_body_detected,,
3,4,-1,CRITICAL,no_body_detected,,
4,5,-1,CRITICAL,no_body_detected,,
5,6,-1,CRITICAL,no_body_detected,,
6,7,-1,CRITICAL,no_body_detected,,
7,8,-1,CRITICAL,no_body_detected,,
8,9,-1,CRITICAL,no_body_detected,,
9,10,-1,CRITICAL,no_body_detected,,
10,11,-1,CRITICAL,no_body_detected,,
11,12,-1,CRITICAL,no_body_detected,,
12,13,-1,CRITICAL,no_body_detected,,
13,14,-1,CRITICAL,no_body_detected,,
14,15,-1,CRITICAL,no_body_detected,,
15,16,-1,CRITICAL,no_body_detected,,
16,17,-1,CRITICAL,no_body_detected,,
17,18,-1,CRITICAL,no_body_detected,,
18,19,-1,CRITICAL,no_body_detected,,
19,20,-1,CRITICAL,no_body_detected,,
20,21,-1,CRITICAL,no_body_detected,,
21,22,-1,CRITICAL,no_body_detected,,
22,23,-1,CRITICAL,no_body_detected,,
23,24,-1,CRITICAL,no_body_detected,,
24,25,-1,CRITICAL,no_body_detected,,
25,26,-1,CRITICAL,no_body_detected,,
26,27,-1,CRITICAL,no_body_detected,,
27,28,-1,CRITICAL,no_body_detected,,
28,29,-1,CRITICAL,no_body_detected,,
29,30,-1,CRITICAL,no_body_detected,,
30,31,-1,CRITICAL,no_body_detected,,
31,32,-1,CRITICAL,no_body_detected,,
32,33,-1,CRITICAL,no_body_detected,,
33,34,-1,CRITICAL,no_body_detected,,
34,35,-1,CRITICAL,no_body_detected,,
35,36,-1,CRITICAL,no_body_detected,,
36,37,-1,CRITICAL,no_body_detected,,
37,38,-1,CRITICAL,no_body_detected,,
38,39,-1,CRITICAL,no_body_detected,,
39,40,-1,CRITICAL,no_body_detected,,
40,41,-1,CRITICAL,no_body_detected,,
41,42,-1,CRITICAL,no_body_detected,,
42,43,-1,CRITICAL,no_body_detected,,
43,44,-1,CRITICAL,no_body_detected,,
44,45,-1,CRITICAL,no_body_detected,,
45,46,-1,CRITICAL,no_body_detected,,
46,47,-1,CRITICAL,no_body_detected,,
47,48,-1,CRITICAL,no_body_detected,,
48,49,-1,CRITICAL,no_body_detected,,
49,50,-1,CRITICAL,no_body_detected,,
50,51,-1,CRITICAL,no_body_detected,,
51,52,-1,CRITICAL,no_body_detected,,
52,53,-1,CRITICAL,no_body_detected,,
53,54,-1,CRITICAL,no_body_detected,,
54,55,-1,CRITICAL,no_body_detected,,
55,56,-1,CRITICAL,no_body_detected,,
56,57,-1,CRITICAL,no_body_detected,,
57,58,-1,CRITICAL,no_body_detected,,
58,59,-1,CRITICAL,no_body_detected,,
59,60,-1,CRITICAL,no_body_detected,,
60,61,-1,CRITICAL,no_body_detected,,
61,62,-1,CRITICAL,no_body_detected,,
62,63,-1,CRITICAL,no_body_detected,,
63,64,-1,CRITICAL,no_body_detected,,
64,65,-1,CRITICAL,no_body_detected,,
65,66,-1,CRITICAL,no_body_detected,,
66,67,-1,CRITICAL,no_body_detected,,
67,68,-1,CRITICAL,no_body_detected,,
68,69,-1,CRITICAL,no_body_detected,,
69,70,-1,CRITICAL,no_body_detected,,
70,71,-1,CRITICAL,no_body_detected,,
71,72,-1,CRITICAL,no_body_detected,,
72,73,-1,CRITICAL,no_body_detected,,
73,74,-1,CRITICAL,no_body_detected,,
74,75,-1,CRITICAL,no_body_detected,,
75,76,-1,CRITICAL,no_body_detected,,
76,77,-1,CRITICAL,no_body_detected,,
77,78,-1,CRITICAL,no_body_detected,,
78,79,-1,CRITICAL,no_body_detected,,
79,80,-1,CRITICAL,no_body_detected,,
80,81,-1,CRITICAL,no_body_detected,,
81,82,-1,CRITICAL,no_body_detected,,
82,83,-1,CRITICAL,no_body_detected,,
83,84,-1,CRITICAL,no_body_detected,,
84,85,-1,CRITICAL,no_body_detected,,
85,86,-1,CRITICAL,no_body_detected,,
86,87,-1,CRITICAL,no_body_detected,,
87,88,-1,CRITICAL,no_body_detected,,
88,89,-1,CRITICAL,no_body_detected,,
89,90,-1,CRITICAL,no_body_detected,,
90,91,-1,CRITICAL,no_body_detected,,
91,92,-1,CRITICAL,no_body_detected,,
92,93,-1,CRITICAL,no_body_detected,,
93,94,-1,CRITICAL,no_body_detected,,
94,95,-1,CRITICAL,no_body_detected,,
95,96,-1,CRITICAL,no_body_detected,,
96,97,-1,CRITICAL,no_body_detected,,
97,98,-1,CRITICAL,no_body_detected,,
98,99,-1,CRITICAL,no_body_detected,,
99,100,-1,CRITICAL,no_body_detected,,
100,101,-1,CRITICAL,no_body_detected,,
101,102,-1,CRITICAL,no_body_detected,,
102,103,-1,CRITICAL,no_body_detected,,
103,104,-1,CRITICAL,no_body_detected,,
104,105,-1,CRITICAL,no_body_detected,,
105,106,-1,CRITICAL,no_body_detected,,
106,107,-1,CRITICAL,no_body_detected,,
107,108,-1,CRITICAL,no_body_detected,,
108,109,-1,CRITICAL,no_body_detected,,
109,110,-1,CRITICAL,no_body_detected,,
110,111,-1,CRITICAL,no_body_detected,,
111,112,-1,CRITICAL,no_body_detected,,
112,113,-1,CRITICAL,no_body_detected,,
113,114,-1,CRITICAL,no_body_detected,,
114,115,-1,CRITICAL,no_body_detected,,
115,116,-1,CRITICAL,no_body_detected,,
116,117,-1,CRITICAL,no_body_detected,,
117,118,-1,CRITICAL,no_body_detected,,
118,119,-1,CRITICAL,no_body_detected,,
119,120,-1,CRITICAL,no_body_detected,,
120,121,-1,CRITICAL,no_body_detected,,
121,122,-1,CRITICAL,no_body_detected,,
122,123,-1,CRITICAL,no_body_detected,,
123,124,-1,CRITICAL,no_body_detected,,
124,125,-1,CRITICAL,no_body_detected,,
125,126,-1,CRITICAL,no_body_detected,,
126,127,-1,CRITICAL,no_body_detected,,
127,128,-1,CRITICAL,no_body_detected,,
128,129,-1,CRITICAL,no_body_detected,,
129,130,-1,CRITICAL,no_body_detected,,
130,131,-1,CRITICAL,no_body_detected,,
131,132,-1,CRITICAL,no_body_detected,,
132,133,-1,CRITICAL,no_body_detected,,
133,134,-1,CRITICAL,no_body_detected,,
134,135,-1,CRITICAL,no_body_detected,,
135,136,-1,CRITICAL,no_body_detected,,
136,137,-1,CRITICAL,no_body_detected,,
137,138,-1,CRITICAL,no_body_detected,,
138,139,-1,CRITICAL,no_body_detected,,
139,140,-1,CRITICAL,no_body_detected,,
140,141,-1,CRITICAL,no_body_detected,,
141,142,-1,CRITICAL,no_body_detected,,
142,143,-1,CRITICAL,no_body_detected,,
143,144,-1,CRITICAL,no_body_detected,,
144,145,-1,CRITICAL,no_body_detected,,
145,146,-1,CRITICAL,no_body_detected,,
146,147,-1,CRITICAL,no_body_detected,,
147,148,-1,CRITICAL,no_body_detected,,
148,149,-1,CRITICAL,no_body_detected,,
149,150,-1,CRITICAL,no_body_detected,,
150,151,-1,CRITICAL,no_body_detected,,
151,152,-1,CRITICAL,no_body_detected,,
