prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
63,64,0.0189,0.0944,WRIST_LEFT
64,65,0.0026,0.0084,EAR_RIGHT
65,66,0.0,0.0001,EAR_RIGHT
66,67,0.0273,0.0918,WRIST_LEFT
67,68,0.0199,0.0927,WRIST_LEFT
68,69,0.0084,0.0278,EAR_RIGHT
69,70,0.0627,0.3625,EAR_RIGHT
70,71,0.0232,0.1038,EAR_RIGHT
71,72,0.0178,0.1789,EAR_RIGHT
72,73,0.0177,0.0934,EAR_RIGHT
73,74,0.0302,0.0841,EAR_RIGHT
74,75,0.0123,0.0992,EAR_RIGHT
75,76,0.0134,0.0827,EAR_RIGHT
76,77,0.0117,0.0903,EAR_RIGHT
77,78,0.0211,0.0901,EAR_RIGHT
78,79,0.015,0.1625,EAR_RIGHT
79,80,0.0082,0.0451,EAR_RIGHT
80,81,0.0044,0.0153,EAR_RIGHT
81,82,0.0083,0.0874,EAR_RIGHT
82,83,0.0039,0.0217,EAR_RIGHT
83,84,0.0214,0.082,EAR_RIGHT
84,85,0.0118,0.0411,EAR_RIGHT
85,86,0.0064,0.021,EAR_RIGHT
86,87,0.0228,0.0647,EYE_RIGHT
87,88,0.0069,0.0243,EAR_RIGHT
88,89,0.0448,0.1367,WRIST_LEFT
89,90,0.0319,0.1561,WRIST_LEFT
90,91,0.0176,0.0636,CLAVICLE_RIGHT
91,92,0.009,0.0312,WRIST_LEFT
92,93,0.0049,0.0118,KNEE_RIGHT
93,94,0.0065,0.0128,BICEPS_LEFT
94,95,0.0153,0.0437,EAR_LEFT
95,96,0.0166,0.0423,EAR_RIGHT
96,97,0.0011,0.0035,HIP_RIGHT
97,98,0.0101,0.0253,EAR_LEFT
98,99,0.0068,0.0181,NOSE
99,100,0.0068,0.0202,NOSE
100,101,0.0138,0.0643,WRIST_LEFT
101,102,0.014,0.0357,ELBOW_LEFT
102,103,0.0059,0.0129,EAR_RIGHT
103,104,0.0168,0.0403,EYE_RIGHT
104,105,0.0113,0.0242,NOSE
105,106,0.0311,0.0794,WRIST_LEFT
106,107,0.033,0.0841,EAR_RIGHT
107,108,0.0063,0.0253,EAR_RIGHT
108,109,0.0493,0.1677,EAR_RIGHT
109,110,0.0642,0.1973,EAR_RIGHT
110,111,0.0355,0.1419,NOSE
111,112,0.0202,0.0914,NOSE
112,113,0.0152,0.0411,BACK_LEFT
113,114,0.0247,0.1014,BICEPS_LEFT
114,115,0.0232,0.06,FOOT_LEFT
115,116,0.035,0.0773,NOSE
116,117,0.0826,0.1757,KNEE_RIGHT
117,118,0.4172,0.9868,NOSE
118,119,0.0796,0.1204,BACK_RIGHT
119,120,0.0788,0.2127,EAR_RIGHT
120,121,0.4082,0.9577,NOSE
121,122,0.0029,0.011,BICEPS_LEFT
122,123,0.0256,0.0714,EAR_RIGHT
123,124,0.0199,0.0625,KNEE_RIGHT
124,125,0.0112,0.036,ANKLE_LEFT
125,126,0.0209,0.1545,ELBOW_RIGHT
126,127,0.0113,0.0472,ANKLE_LEFT
127,128,0.0086,0.0275,KNEE_RIGHT
128,129,0.012,0.0357,EAR_RIGHT
129,130,0.0161,0.0532,CLAVICLE_RIGHT
130,131,0.0153,0.0367,NOSE
131,132,0.0159,0.0809,EAR_RIGHT
132,133,0.0108,0.041,EAR_RIGHT
133,134,0.0106,0.0339,EYE_RIGHT
134,135,0.0094,0.0592,EAR_LEFT
135,136,0.0206,0.1147,EAR_LEFT
136,137,0.0027,0.0185,EAR_RIGHT
137,138,0.0155,0.0637,EAR_RIGHT
138,139,0.0156,0.0573,NOSE
139,140,0.0056,0.021,NOSE
140,141,0.0126,0.0369,EAR_LEFT
141,142,0.0033,0.0108,EAR_LEFT
142,143,0.0007,0.0019,EAR_LEFT
143,144,0.0152,0.0422,FOOT_RIGHT
144,145,0.0006,0.0023,HIP_RIGHT
145,146,0.0005,0.0015,HIP_RIGHT
146,147,0.0004,0.0013,HIP_RIGHT
147,148,0.021,0.0645,EAR_RIGHT
148,149,0.0247,0.1385,EAR_RIGHT
149,150,0.0191,0.0798,EAR_LEFT
150,151,0.0072,0.0255,EAR_RIGHT
151,152,0.0052,0.0167,EAR_RIGHT
152,153,0.0017,0.0049,KNEE_RIGHT
153,154,0.01,0.0243,FOOT_LEFT
154,155,0.014,0.0462,NOSE
155,156,0.0,0.0,CLAVICLE_RIGHT
156,157,0.0021,0.0183,EAR_RIGHT
157,158,0.0232,0.1911,EAR_RIGHT
158,159,0.0043,0.0358,EAR_RIGHT
159,160,0.0005,0.0021,EAR_RIGHT
160,161,0.0099,0.0539,EAR_RIGHT
161,162,0.0004,0.0027,EAR_RIGHT
162,163,0.015,0.1207,EAR_RIGHT
163,164,0.0029,0.0199,EAR_RIGHT
164,165,0.014,0.0873,EAR_RIGHT
165,166,0.012,0.0916,EAR_LEFT
166,167,0.0017,0.017,EAR_RIGHT
167,168,0.0143,0.0964,EAR_LEFT
168,169,0.0162,0.0642,EAR_RIGHT
169,170,0.0032,0.0178,EAR_RIGHT
170,171,0.0002,0.0011,EAR_RIGHT
171,172,0.0,0.0,PELVIS
172,173,0.0065,0.0445,EAR_RIGHT
173,174,0.0167,0.0801,HIP_RIGHT
174,175,0.0076,0.0246,HIP_RIGHT
175,176,0.0096,0.0481,KNEE_RIGHT
176,177,0.0175,0.126,EAR_LEFT
177,178,0.0001,0.0004,EAR_RIGHT
178,179,0.0269,0.173,EAR_RIGHT
179,180,0.0148,0.0634,NOSE
180,181,0.0108,0.0522,NOSE
181,182,0.0115,0.0712,EAR_LEFT
182,183,0.0072,0.039,EAR_LEFT
183,184,0.0159,0.1024,EAR_LEFT
184,185,0.0155,0.0602,EAR_RIGHT
185,186,0.0154,0.1097,EAR_LEFT
186,187,0.0,0.0,EAR_RIGHT
187,188,0.0066,0.0248,EAR_LEFT
188,189,0.0001,0.0004,EAR_RIGHT
189,190,0.0174,0.0945,EAR_LEFT
190,191,0.0122,0.0591,EAR_RIGHT
191,192,0.0124,0.0396,EAR_RIGHT
192,193,0.0098,0.0439,HIP_RIGHT
193,194,0.0128,0.0585,HIP_RIGHT
194,195,0.0087,0.0228,HIP_RIGHT
195,196,0.0121,0.0822,HIP_RIGHT
196,197,0.0255,0.1668,EAR_LEFT
197,198,0.0158,0.09,EAR_LEFT
198,199,0.025,0.1909,EAR_LEFT
199,200,0.0188,0.1314,EAR_LEFT
200,201,0.0169,0.0649,EAR_RIGHT
201,202,0.0146,0.0442,EAR_LEFT
202,203,0.0001,0.0003,HIP_RIGHT
203,204,0.017,0.042,HEAD
204,205,0.0042,0.0441,SHOULDER_RIGHT
205,206,0.0074,0.0856,SHOULDER_RIGHT
206,207,0.0299,0.1495,SHOULDER_RIGHT
207,208,0.0423,0.11,WRIST_LEFT
208,209,0.0237,0.0739,NOSE
209,210,0.0188,0.0558,NOSE
210,211,0.0197,0.0493,HIP_RIGHT
211,212,0.0291,0.1376,SHOULDER_RIGHT
212,213,0.0171,0.065,WRIST_LEFT
213,214,0.011,0.0222,NOSE
214,215,0.0057,0.013,HIP_RIGHT
215,216,0.0028,0.0102,SHOULDER_RIGHT
216,217,0.0124,0.0263,HEAD
217,218,0.0091,0.0184,EYE_RIGHT
218,219,0.0092,0.0509,BACK_RIGHT
219,220,0.0133,0.057,BACK_RIGHT
220,221,0.0,0.0001,EAR_RIGHT
221,222,0.0,0.0,PELVIS
222,223,0.0,0.0,BACK_RIGHT
223,224,0.0079,0.0298,HIP_RIGHT
224,225,0.0,0.0,PELVIS
225,226,0.0,0.0,PELVIS
226,227,0.0,0.0,PELVIS
227,228,0.0,0.0,BICEPS_RIGHT
228,229,0.0041,0.0242,HIP_RIGHT
229,230,0.0,0.0,PELVIS
230,231,0.0,0.0,PELVIS
231,232,0.0032,0.0096,BICEPS_LEFT
232,233,0.0,0.0,BICEPS_LEFT
233,234,0.0,0.0,PELVIS
234,235,0.0024,0.005,BACK_RIGHT
235,236,0.0002,0.0006,BICEPS_LEFT
236,237,0.0,0.0,PELVIS
237,238,0.0058,0.0346,HIP_RIGHT
238,239,0.0058,0.0223,HIP_RIGHT
239,240,0.0,0.0,HIP_RIGHT
240,241,0.0,0.0,PELVIS
