prev_frame,curr_frame,mean_jump_m,max_jump_m,max_jump_joint
85,86,0.0191,0.0427,ANKLE_LEFT
86,87,0.0545,0.3108,EAR_RIGHT
87,88,0.0255,0.1214,EAR_RIGHT
88,89,0.021,0.0665,NOSE
89,90,0.0138,0.0392,NOSE
90,91,0.0084,0.0641,EAR_LEFT
91,92,0.0006,0.0032,KNEE_RIGHT
92,93,0.0083,0.04,EAR_LEFT
93,94,0.0106,0.0345,EAR_RIGHT
94,95,0.0064,0.0288,HIP_RIGHT
95,96,0.006,0.0287,EAR_LEFT
96,97,0.003,0.0113,HIP_RIGHT
97,98,0.006,0.0183,EAR_RIGHT
98,99,0.0003,0.0011,BICEPS_LEFT
99,100,0.0003,0.0009,KNEE_RIGHT
100,101,0.0034,0.0158,KNEE_RIGHT
101,102,0.011,0.0323,EAR_RIGHT
102,103,0.0088,0.0374,EAR_RIGHT
103,104,0.0122,0.0576,EAR_LEFT
104,105,0.0045,0.0236,KNEE_RIGHT
105,106,0.0008,0.0029,EAR_RIGHT
106,107,0.0091,0.0407,EAR_RIGHT
107,108,0.0091,0.0327,EAR_RIGHT
108,109,0.0058,0.0167,EAR_RIGHT
109,110,0.0092,0.0222,FOOT_RIGHT
110,111,0.0102,0.0267,KNEE_RIGHT
111,112,0.0081,0.0263,HIP_RIGHT
112,113,0.0145,0.0948,EAR_LEFT
113,114,0.0113,0.05,EAR_RIGHT
114,115,0.0107,0.0315,NOSE
115,116,0.0129,0.0605,HIP_RIGHT
116,117,0.0,0.0,HIP_RIGHT
117,118,0.0255,0.089,EAR_LEFT
118,119,0.0103,0.0352,EAR_RIGHT
119,120,0.3671,0.8071,HIP_RIGHT
120,121,0.0367,0.1098,WRIST_LEFT
121,122,0.0389,0.3309,SHOULDER_RIGHT
122,123,0.0018,0.0071,ELBOW_RIGHT
123,124,0.3922,0.9188,SHOULDER_RIGHT
124,125,0.0641,0.1753,EAR_RIGHT
125,126,0.0125,0.0343,EAR_RIGHT
126,127,0.0352,0.1473,KNEE_RIGHT
127,128,0.0174,0.0644,FOOT_LEFT
128,129,0.0025,0.0074,WRIST_THUMB_RIGHT
129,130,0.0287,0.0547,FOOT_LEFT
130,131,0.0241,0.0653,WRIST_LEFT
131,132,0.0284,0.1116,EAR_RIGHT
132,133,0.0204,0.0612,EAR_LEFT
133,134,0.0238,0.1001,FOOT_LEFT
134,135,0.0132,0.033,EAR_RIGHT
135,136,0.0101,0.0421,BICEPS_RIGHT
136,137,0.0035,0.0107,BACK_RIGHT
137,138,0.0101,0.0229,EAR_RIGHT
138,139,0.0012,0.0036,WRIST_THUMB_RIGHT
139,140,0.0035,0.0082,WRIST_THUMB_RIGHT
140,141,0.0026,0.0082,BACK_LEFT
141,142,0.0023,0.0065,BACK_LEFT
142,143,0.0078,0.0268,HIP_RIGHT
143,144,0.0028,0.0071,BACK_LEFT
144,145,0.0239,0.0674,WRIST_LEFT
145,146,0.0079,0.0273,BACK_RIGHT
146,147,0.0092,0.0279,EAR_LEFT
147,148,0.0055,0.0108,HIP_RIGHT
148,149,0.0101,0.0251,KNEE_RIGHT
149,150,0.0098,0.0196,BICEPS_RIGHT
150,151,0.0133,0.0307,EAR_LEFT
151,152,0.0048,0.0145,EAR_LEFT
152,153,0.0677,0.3525,EYE_RIGHT
153,154,0.0131,0.1023,EAR_LEFT
154,155,0.0016,0.0068,EAR_LEFT
155,156,0.0291,0.1335,EYE_RIGHT
156,157,0.0137,0.0864,EAR_RIGHT
157,158,0.0299,0.1324,EAR_RIGHT
158,159,0.0032,0.0189,EAR_RIGHT
159,160,0.0037,0.0249,EAR_RIGHT
160,161,0.0,0.0001,EAR_RIGHT
161,162,0.0264,0.0703,HEAD
162,163,0.0002,0.0007,CLAVICLE_RIGHT
163,164,0.0,0.0,ELBOW_RIGHT
164,165,0.002,0.0064,WRIST_LEFT
165,166,0.0,0.0002,EAR_RIGHT
166,167,0.0028,0.0086,WRIST_LEFT
167,168,0.0,0.0002,CLAVICLE_RIGHT
168,169,0.0,0.0001,CLAVICLE_RIGHT
169,170,0.0012,0.0038,WRIST_LEFT
170,171,0.0009,0.0038,WRIST_LEFT
171,172,0.0005,0.0015,CLAVICLE_RIGHT
172,173,0.0017,0.006,CLAVICLE_RIGHT
173,174,0.0154,0.0482,NOSE
174,175,0.008,0.0232,EAR_RIGHT
175,176,0.0082,0.0259,EAR_LEFT
176,177,0.0095,0.0159,SHOULDER_LEFT
177,178,0.0212,0.0889,EAR_RIGHT
178,179,0.0337,0.0865,EYE_RIGHT
179,180,0.0044,0.0129,CLAVICLE_RIGHT
180,181,0.0337,0.0783,EYE_RIGHT
181,182,0.0172,0.0555,EAR_RIGHT
182,183,0.0233,0.0562,KNEE_RIGHT
183,184,0.0153,0.0371,EAR_RIGHT
184,185,0.0176,0.0494,FOOT_LEFT
185,186,0.0001,0.0002,HIP_RIGHT
186,187,0.0268,0.0684,EAR_LEFT
187,188,0.0253,0.0784,WRIST_LEFT
188,189,0.0221,0.0656,WRIST_LEFT
189,190,0.0105,0.0412,EAR_LEFT
190,191,0.0256,0.0623,CLAVICLE_RIGHT
191,192,0.0232,0.1497,EAR_RIGHT
192,193,0.0226,0.0575,EAR_RIGHT
193,194,0.0009,0.0033,HIP_RIGHT
194,195,0.0001,0.0005,ELBOW_RIGHT
195,196,0.0487,0.243,CLAVICLE_RIGHT
196,197,0.041,0.1691,SHOULDER_RIGHT
197,198,0.0153,0.0484,SHOULDER_RIGHT
198,199,0.0482,0.4308,EAR_RIGHT
199,200,0.0216,0.0749,FOOT_RIGHT
200,201,0.0324,0.3207,EAR_RIGHT
201,202,0.0052,0.0362,EAR_RIGHT
202,203,0.0443,0.4037,EAR_RIGHT
203,204,0.0225,0.0771,FOOT_RIGHT
204,205,0.0296,0.1488,EAR_RIGHT
205,206,0.0,0.0,EAR_RIGHT
206,207,0.0,0.0,KNEE_LEFT
207,208,0.0,0.0,EAR_RIGHT
208,209,0.004,0.0409,EAR_RIGHT
209,210,0.0029,0.0231,EAR_RIGHT
210,211,0.0156,0.08,EYE_RIGHT
211,212,0.004,0.0216,EAR_RIGHT
212,213,0.0,0.0003,EAR_RIGHT
213,214,0.0,0.0001,EAR_RIGHT
214,215,0.0,0.0,EAR_RIGHT
215,216,0.0,0.0,PELVIS
216,217,0.0,0.0,PELVIS
217,218,0.0,0.0,PELVIS
218,219,0.0,0.0,PELVIS
219,220,0.0,0.0,PELVIS
220,221,0.0,0.0,PELVIS
221,222,0.0,0.0,PELVIS
222,223,0.0,0.0,PELVIS
223,224,0.0,0.0,PELVIS
224,225,0.0,0.0,PELVIS
225,226,0.0,0.0,PELVIS
226,227,0.0043,0.0154,HIP_RIGHT
227,228,0.0,0.0,HIP_RIGHT
228,229,0.0028,0.0149,EAR_RIGHT
229,230,0.0,0.0,ELBOW_RIGHT
230,231,0.0002,0.0005,HIP_RIGHT
